HR, SC, WF, BT, STATE, ACT
61,0,-93,-34,passive,inactive
61,0,-93,-34,passive,inactive
61,0,-93,-34,passive,inactive
61,0,-93,-34,passive,inactive
61,0,-93,-34,passive,inactive
61,0,-93,-35,passive,inactive
61,0,-93,-35,passive,inactive
62,0,-93,-35,passive,inactive
63,0,-93,-34,passive,inactive
63,0,-93,-34,passive,inactive
63,0,-93,-34,passive,inactive
63,0,-93,-34,passive,inactive
64,0,-93,-34,passive,inactive
64,0,-93,-34,passive,inactive
64,0,-93,-34,passive,inactive
64,0,-93,-34,passive,inactive
64,0,-93,-34,passive,inactive
63,0,-93,-34,passive,inactive
63,0,-93,-35,passive,inactive
61,0,-93,-35,passive,inactive
59,0,-93,-35,passive,inactive
58,0,-93,-35,passive,inactive
58,0,-93,-35,passive,inactive
58,0,-93,-35,passive,inactive
58,0,-93,-34,passive,inactive
58,0,-93,-34,passive,inactive
58,0,-93,-34,passive,inactive
58,0,-93,-35,passive,inactive
58,0,-93,-35,passive,inactive
57,0,-93,-35,passive,inactive
57,0,-93,-34,passive,inactive
57,0,-93,-34,passive,inactive
57,0,-93,-34,passive,inactive
57,0,-93,-36,passive,inactive
59,0,-93,-36,passive,inactive
59,0,-93,-36,passive,inactive
59,0,-93,-35,passive,inactive
59,0,-93,-35,passive,inactive
58,0,-93,-35,passive,inactive
58,0,-93,-34,passive,inactive
58,0,-93,-34,passive,inactive
58,0,-93,-34,passive,inactive
58,0,-93,-37,passive,inactive
58,0,-93,-37,passive,inactive
58,0,-93,-37,passive,inactive
58,0,-93,-35,passive,inactive
59,0,-93,-35,passive,inactive
60,0,-93,-35,passive,inactive
60,0,-93,-34,passive,inactive
60,0,-93,-34,passive,inactive
60,0,-93,-34,passive,inactive
60,0,-93,-34,passive,inactive
60,0,-93,-34,passive,inactive
60,0,-93,-34,passive,inactive
61,0,-93,-35,passive,inactive
61,0,-93,-35,passive,inactive
65,0,-93,-35,passive,inactive
65,0,-93,-35,passive,inactive
65,0,-93,-35,passive,inactive
64,0,-93,-35,passive,inactive
63,0,-93,-35,passive,inactive
63,0,-93,-35,passive,inactive
62,0,-93,-35,passive,inactive
62,0,-93,-35,passive,inactive
61,0,-93,-35,passive,inactive
61,0,-93,-35,passive,inactive
63,0,-93,-35,passive,inactive
64,0,-93,-35,passive,inactive
65,0,-93,-35,passive,inactive
66,0,-93,-34,passive,inactive
66,0,-93,-34,passive,inactive
67,0,-93,-34,passive,inactive
68,0,-93,-35,passive,inactive
67,0,-93,-35,passive,inactive
67,0,-93,-35,passive,inactive
66,0,-93,-35,passive,inactive
66,0,-93,-35,passive,inactive
64,0,-93,-35,passive,inactive
64,0,-93,-35,passive,inactive
64,0,-93,-34,passive,inactive
64,0,-93,-34,passive,inactive
64,0,-93,-34,passive,inactive
63,0,-93,-34,passive,inactive
63,0,-93,-34,passive,inactive
61,0,-93,-34,passive,inactive
60,0,-93,-35,passive,inactive
59,0,-93,-35,passive,inactive
59,0,-93,-35,passive,inactive
59,0,-93,-35,passive,inactive
58,0,-93,-35,passive,inactive
57,0,-93,-35,passive,inactive
57,0,-93,-35,passive,inactive
57,0,-93,-35,passive,inactive
57,0,-93,-35,passive,inactive
57,0,-93,-34,passive,inactive
57,0,-93,-34,passive,inactive
57,0,-93,-34,passive,inactive
57,0,-93,-34,passive,inactive
57,0,-93,-34,passive,inactive
59,0,-93,-34,passive,inactive
59,0,-93,-35,passive,inactive
61,0,-93,-35,passive,inactive
61,0,-93,-35,passive,inactive
61,0,-93,-37,passive,inactive
61,0,-93,-37,passive,inactive
61,0,-93,-37,passive,inactive
61,0,-93,-36,passive,inactive
61,0,-93,-36,passive,inactive
61,0,-93,-36,passive,inactive
61,0,-93,-34,passive,inactive
61,0,-93,-34,passive,inactive
61,0,-93,-34,passive,inactive
61,0,-93,-34,passive,inactive
61,0,-93,-34,passive,inactive
61,0,-93,-34,passive,inactive
60,0,-93,-35,passive,inactive
61,0,-93,-35,passive,inactive
61,0,-93,-35,passive,inactive
61,0,-93,-34,passive,inactive
61,0,-93,-34,passive,inactive
61,0,-93,-34,passive,inactive
61,0,-93,-35,passive,inactive
61,0,-93,-35,passive,inactive
60,0,-93,-35,passive,inactive
60,0,-93,-34,passive,inactive
59,0,-93,-34,passive,inactive
59,0,-93,-34,passive,inactive
59,0,-93,-35,passive,inactive
59,0,-93,-35,passive,inactive
58,0,-93,-35,passive,inactive
59,0,-93,-35,passive,inactive
59,0,-93,-34,passive,inactive
60,0,-93,-34,passive,inactive
60,0,-93,-34,passive,inactive
61,0,-93,-34,passive,inactive
61,0,-93,-34,passive,inactive
61,0,-93,-34,passive,inactive
61,0,-93,-34,passive,inactive
62,0,-93,-34,passive,inactive
62,0,-93,-34,passive,inactive
63,0,-93,-35,passive,inactive
63,0,-93,-35,passive,inactive
61,0,-93,-35,passive,inactive
60,0,-93,-34,passive,inactive
60,0,-93,-34,passive,inactive
60,0,-93,-34,passive,inactive
60,0,-93,-35,passive,inactive
59,0,-93,-35,passive,inactive
59,0,-93,-35,passive,inactive
58,0,-93,-34,passive,inactive
57,0,-93,-34,passive,inactive
56,0,-93,-34,passive,inactive
56,0,-93,-34,passive,inactive
56,0,-93,-34,passive,inactive
56,0,-93,-34,passive,inactive
56,0,-93,-34,passive,inactive
56,0,-93,-34,passive,inactive
56,0,-93,-34,passive,inactive
55,0,-93,-36,passive,inactive
54,0,-93,-36,passive,inactive
53,0,-93,-36,passive,inactive
53,0,-93,-34,passive,inactive
53,0,-93,-34,passive,inactive
53,0,-93,-34,passive,inactive
52,0,-93,-34,active,walk
52,0,-93,-34,active,walk
52,0,-93,-34,active,walk
52,0,-93,-35,active,walk
52,0,-93,-35,active,walk
52,0,-93,-35,active,walk
52,0,-93,-34,active,walk
53,0,-93,-34,active,walk
53,0,-93,-34,active,walk
53,0,-93,-34,active,walk
53,0,-93,-34,active,walk
53,0,-93,-34,active,walk
53,0,-93,-34,active,walk
53,0,-93,-34,active,walk
53,0,-93,-34,active,walk
53,0,-93,-34,active,walk
53,0,-93,-34,active,walk
53,0,-93,-34,active,walk
54,0,-93,-35,active,walk
54,0,-93,-35,active,walk
54,0,-93,-35,active,walk
54,0,-93,-35,active,walk
54,0,-93,-35,active,walk
54,0,-93,-35,active,walk
54,0,-93,-35,active,walk
54,0,-93,-34,active,walk
54,0,-93,-34,active,walk
54,0,-93,-34,active,walk
55,0,-93,-34,active,walk
56,0,-93,-34,active,walk
59,0,-93,-34,active,walk
59,0,-93,-34,active,walk
59,0,-93,-34,active,walk
59,0,-93,-34,active,walk
59,0,-93,-34,active,walk
59,0,-93,-34,active,walk
59,0,-93,-34,active,walk
59,0,-93,-34,active,walk
59,0,-93,-34,active,walk
59,0,-93,-34,active,walk
59,0,-93,-34,active,walk
59,0,-93,-34,active,walk
59,0,-93,-34,active,walk
59,0,-93,-34,active,walk
59,0,-93,-34,active,walk
59,0,-93,-34,active,walk
59,0,-93,-35,active,walk
58,0,-93,-35,active,walk
58,0,-93,-35,active,walk
58,0,-93,-35,active,walk
58,0,-93,-35,active,walk
58,0,-93,-35,active,walk
57,0,-93,-35,active,walk
57,0,-93,-35,active,walk
56,0,-93,-35,active,walk
56,0,-93,-35,active,walk
55,0,-93,-35,active,walk
55,0,-93,-35,active,walk
55,0,-93,-40,active,walk
55,0,-93,-40,active,walk
55,0,-93,-40,active,walk
55,0,-93,-35,active,walk
55,0,-93,-35,active,walk
55,0,-93,-35,active,walk
55,0,-93,-36,active,walk
55,0,-93,-36,active,walk
55,0,-93,-36,active,walk
55,0,-93,-36,active,walk
55,0,-93,-35,active,walk
56,0,-93,-35,active,walk
56,0,-93,-35,active,walk
56,0,-93,-35,active,walk
56,0,-93,-35,active,walk
56,0,-93,-35,active,walk
55,0,-93,-35,active,walk
55,0,-93,-35,active,walk
56,0,-93,-35,active,walk
57,0,-93,-35,active,walk
57,0,-93,-35,active,walk
57,0,-93,-35,active,walk
57,0,-93,-34,active,walk
57,0,-93,-34,active,walk
57,0,-93,-34,active,walk
57,0,-93,-36,active,walk
57,0,-93,-36,active,walk
57,0,-93,-36,active,walk
57,0,-93,-34,active,walk
58,0,-93,-34,active,walk
58,0,-93,-34,active,walk
60,0,-93,-44,active,walk
62,0,-93,-44,active,walk
67,0,-93,-44,active,walk
67,0,-93,-34,active,walk
68,0,-93,-34,active,walk
68,0,-93,-34,active,walk
69,0,-93,-35,active,walk
71,0,-93,-35,active,walk
71,0,-93,-35,active,walk
71,0,-93,-34,active,walk
73,0,-93,-34,active,walk
75,0,-93,-34,active,walk
75,0,-93,-34,active,walk
76,0,-93,-34,active,walk
75,0,-93,-34,active,walk
73,0,-93,-35,active,walk
73,0,-93,-35,active,walk
73,0,-93,-35,active,walk
73,0,-93,-35,active,walk
74,0,-93,-35,active,walk
74,0,-93,-35,active,walk
74,0,-93,-34,active,walk
74,0,-93,-34,active,walk
74,0,-93,-34,active,walk
74,0,-93,-35,active,walk
74,0,-93,-35,active,walk
74,0,-93,-35,active,walk
74,0,-93,-35,active,walk
74,0,-93,-35,active,walk
74,0,-93,-35,active,walk
74,0,-93,-35,active,walk
74,0,-93,-35,active,walk
75,0,-93,-35,active,walk
75,0,-93,-34,active,walk
75,0,-93,-34,active,walk
75,0,-93,-34,active,walk
75,0,-93,-34,active,walk
75,0,-93,-34,active,walk
75,0,-93,-34,active,walk
75,0,-93,-34,active,walk
74,0,-93,-35,active,walk
71,0,-93,-35,active,walk
71,0,-93,-35,active,walk
70,0,-93,-35,active,walk
70,0,-93,-35,active,walk
70,0,-93,-35,active,walk
70,0,-93,-34,active,walk
70,0,-93,-34,active,walk
70,0,-93,-34,active,walk
70,0,-93,-35,active,walk
71,0,-93,-35,active,walk
71,0,-93,-35,active,walk
71,0,-93,-34,active,walk
71,0,-93,-34,active,walk
72,0,-93,-34,active,walk
72,0,-93,-35,active,walk
72,0,-93,-35,active,walk
72,0,-93,-35,active,walk
77,0,-93,-35,active,walk
78,0,-93,-35,active,walk
78,0,-93,-35,active,walk
78,0,-93,-35,active,walk
78,0,-93,-35,active,walk
79,0,-93,-35,active,walk
79,0,-93,-36,active,walk
80,0,-93,-36,active,walk
81,0,-93,-36,active,walk
78,0,-93,-35,active,walk
78,0,-93,-35,active,walk
75,0,-93,-35,active,walk
74,0,-93,-34,active,walk
74,0,-93,-34,active,walk
74,0,-93,-34,active,walk
74,0,-93,-34,active,walk
74,0,-93,-34,active,walk
74,0,-93,-34,active,walk
73,0,-93,-35,active,walk
73,0,-93,-35,active,walk
72,0,-93,-35,active,walk
74,0,-93,-35,active,walk
76,0,-93,-35,active,walk
76,0,-93,-35,active,walk
76,0,-93,-34,active,walk
76,0,-93,-34,active,walk
76,0,-93,-34,active,walk
77,0,-93,-34,active,walk
77,0,-93,-35,active,walk
78,0,-93,-35,active,walk
78,0,-93,-35,active,walk
79,0,-93,-35,active,walk
79,0,-93,-35,active,walk
79,0,-93,-35,passive,inactive
80,0,-93,-35,passive,inactive
80,0,-93,-35,passive,inactive
80,0,-93,-35,passive,inactive
80,0,-93,-34,passive,inactive
81,0,-93,-34,passive,inactive
82,0,-93,-34,passive,inactive
82,0,-93,-34,passive,inactive
82,0,-93,-34,passive,inactive
82,0,-93,-34,passive,inactive
83,0,-93,-34,passive,inactive
85,0,-93,-34,passive,inactive
85,0,-93,-34,passive,inactive
88,0,-93,-35,passive,inactive
90,0,-93,-35,passive,inactive
86,0,-93,-35,passive,inactive
86,0,-93,-35,passive,inactive
88,0,-93,-35,passive,inactive
88,0,-93,-35,passive,inactive
82,0,-93,-34,passive,inactive
82,0,-93,-34,passive,inactive
82,0,-93,-34,passive,inactive
82,0,-93,-34,passive,inactive
82,0,-93,-34,passive,inactive
82,0,-93,-34,passive,inactive
82,0,-93,-35,passive,inactive
82,0,-93,-35,passive,inactive
82,0,-93,-35,passive,inactive
82,0,-93,-35,passive,inactive
82,0,-93,-35,passive,inactive
82,0,-93,-35,passive,inactive
82,0,-93,-34,passive,inactive
82,0,-93,-34,passive,inactive
82,0,-93,-34,passive,inactive
82,0,-93,-35,passive,inactive
82,0,-93,-35,passive,inactive
82,0,-93,-35,passive,inactive
86,0,-93,-36,passive,inactive
86,0,-93,-36,passive,inactive
88,0,-93,-36,passive,inactive
89,0,-93,-34,passive,inactive
90,0,-93,-34,passive,inactive
90,0,-93,-34,passive,inactive
90,0,-93,-35,passive,inactive
90,0,-93,-35,passive,inactive
91,0,-93,-35,passive,inactive
92,0,-93,-35,passive,inactive
92,0,-93,-35,passive,inactive
93,0,-93,-35,passive,inactive
93,0,-93,-35,passive,inactive
88,0,-93,-39,passive,inactive
88,0,-93,-39,passive,inactive
91,0,-93,-39,passive,inactive
86,0,-93,-36,passive,inactive
82,0,-93,-36,passive,inactive
82,0,-93,-36,passive,inactive
82,0,-93,-34,passive,inactive
82,0,-93,-34,passive,inactive
82,0,-93,-34,passive,inactive
82,0,-93,-31,passive,inactive
82,0,-93,-31,passive,inactive
84,0,-93,-31,passive,inactive
85,0,-93,-36,passive,inactive
86,0,-93,-36,passive,inactive
86,0,-93,-36,passive,inactive
86,0,-93,-37,passive,inactive
86,0,-93,-37,passive,inactive
85,0,-93,-37,passive,inactive
85,0,-93,-40,passive,inactive
84,0,-93,-40,passive,inactive
84,0,-93,-40,passive,inactive
80,0,-93,-36,passive,inactive
79,0,-93,-36,passive,inactive
79,0,-93,-36,passive,inactive
79,0,-93,-36,passive,inactive
79,0,-93,-36,passive,inactive
80,0,-93,-36,passive,inactive
80,0,-93,-35,passive,inactive
80,0,-93,-35,passive,inactive
80,0,-93,-35,passive,inactive
80,0,-93,-36,passive,inactive
80,0,-93,-36,passive,inactive
80,0,-93,-36,passive,inactive
80,0,-93,-38,passive,inactive
77,0,-93,-38,passive,inactive
76,0,-93,-38,passive,inactive
76,0,-93,-37,passive,inactive
75,0,-93,-37,passive,inactive
75,0,-93,-37,passive,inactive
75,0,-93,-36,passive,inactive
75,0,-93,-36,passive,inactive
75,0,-93,-36,passive,inactive
71,0,-93,-35,passive,inactive
59,0,-93,-35,passive,inactive
59,0,-93,-35,passive,inactive
59,0,-93,-35,passive,inactive
59,0,-93,-37,passive,inactive
57,0,-93,-37,passive,inactive
57,0,-93,-36,passive,inactive
57,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-35,passive,inactive
56,0,-93,-35,passive,inactive
56,0,-93,-35,passive,inactive
55,0,-93,-36,passive,inactive
55,0,-93,-36,passive,inactive
55,0,-93,-36,passive,inactive
55,0,-93,-35,passive,inactive
55,0,-93,-35,passive,inactive
55,0,-93,-35,passive,inactive
55,0,-93,-35,passive,inactive
55,0,-93,-35,passive,inactive
55,0,-93,-35,passive,inactive
55,0,-93,-35,passive,inactive
55,0,-93,-35,passive,inactive
55,0,-93,-35,passive,inactive
55,0,-93,-35,passive,inactive
55,0,-93,-35,passive,inactive
55,0,-93,-35,passive,inactive
55,0,-93,-35,passive,inactive
55,0,-93,-35,passive,inactive
55,0,-93,-35,passive,inactive
54,0,-93,-35,passive,inactive
54,0,-93,-35,passive,inactive
54,0,-93,-35,passive,inactive
53,0,-93,-36,passive,inactive
53,0,-93,-36,passive,inactive
53,0,-93,-36,passive,inactive
53,0,-93,-35,passive,inactive
54,0,-93,-35,passive,inactive
54,0,-93,-35,passive,inactive
55,0,-93,-36,passive,inactive
55,0,-93,-36,passive,inactive
55,0,-93,-36,passive,inactive
55,0,-93,-36,passive,inactive
55,0,-93,-36,passive,inactive
54,0,-93,-36,passive,inactive
54,0,-93,-37,passive,inactive
54,0,-93,-37,passive,inactive
53,0,-93,-37,passive,inactive
53,0,-93,-35,passive,inactive
53,0,-93,-35,passive,inactive
52,0,-93,-35,passive,inactive
52,0,-93,-35,passive,inactive
52,0,-93,-35,passive,inactive
52,0,-93,-35,passive,inactive
52,0,-93,-35,passive,inactive
52,0,-93,-36,passive,inactive
52,0,-93,-36,passive,inactive
52,0,-93,-36,passive,inactive
52,0,-93,-35,passive,inactive
52,0,-93,-35,passive,inactive
52,0,-93,-35,passive,inactive
52,0,-93,-35,passive,inactive
52,0,-93,-35,passive,inactive
52,0,-93,-35,passive,inactive
52,0,-93,-35,passive,inactive
52,0,-93,-35,passive,inactive
52,0,-93,-35,passive,inactive
53,0,-93,-35,passive,inactive
53,0,-93,-35,passive,inactive
54,0,-93,-35,passive,inactive
54,0,-93,-35,passive,inactive
54,0,-93,-35,passive,inactive
54,0,-93,-35,passive,inactive
55,0,-93,-35,passive,inactive
55,0,-93,-35,passive,inactive
55,0,-93,-35,passive,inactive
55,0,-93,-36,passive,inactive
55,0,-93,-36,passive,inactive
54,0,-93,-36,passive,inactive
54,0,-93,-36,passive,inactive
54,0,-93,-36,passive,inactive
54,0,-93,-36,passive,inactive
54,0,-93,-35,passive,inactive
54,0,-93,-35,passive,inactive
54,0,-93,-35,passive,inactive
54,0,-93,-35,passive,inactive
54,0,-93,-35,passive,inactive
53,0,-93,-35,passive,inactive
53,0,-93,-38,passive,inactive
53,0,-93,-38,passive,inactive
53,0,-93,-38,passive,inactive
52,0,-93,-37,passive,inactive
52,0,-93,-37,passive,inactive
52,0,-93,-37,passive,inactive
52,0,-93,-35,passive,inactive
52,0,-93,-35,passive,inactive
52,0,-93,-35,passive,inactive
52,0,-93,-35,passive,inactive
52,0,-93,-35,passive,inactive
52,0,-93,-35,passive,inactive
52,0,-93,-35,passive,inactive
52,0,-93,-35,passive,inactive
53,0,-93,-35,passive,inactive
53,0,-93,-35,passive,inactive
53,0,-93,-35,passive,inactive
53,0,-93,-35,passive,inactive
53,0,-93,-35,passive,inactive
53,0,-93,-35,passive,inactive
53,0,-93,-35,passive,inactive
53,0,-93,-35,passive,inactive
53,0,-93,-35,passive,inactive
53,0,-93,-35,passive,inactive
54,0,-93,-35,passive,inactive
55,0,-93,-36,passive,inactive
55,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
71,0,-93,-36,passive,inactive
71,0,-93,-36,passive,inactive
71,0,-93,-36,passive,inactive
71,0,-93,-36,passive,inactive
71,0,-93,-36,passive,inactive
70,0,-93,-37,passive,inactive
70,0,-93,-37,passive,inactive
70,0,-93,-37,passive,inactive
69,0,-93,-36,passive,inactive
68,0,-93,-36,passive,inactive
68,0,-93,-36,passive,inactive
68,0,-93,-36,passive,inactive
68,0,-93,-36,passive,inactive
68,0,-93,-36,passive,inactive
68,0,-93,-36,passive,inactive
69,0,-93,-36,passive,inactive
69,0,-93,-36,passive,inactive
68,0,-93,-36,passive,inactive
68,0,-93,-36,passive,inactive
68,0,-93,-36,passive,inactive
68,0,-93,-37,passive,inactive
68,0,-93,-37,passive,inactive
67,0,-93,-37,passive,inactive
67,0,-93,-36,passive,inactive
67,0,-93,-36,passive,inactive
66,0,-93,-36,passive,inactive
66,0,-93,-36,passive,inactive
66,0,-93,-36,passive,inactive
65,0,-93,-36,passive,inactive
65,0,-93,-36,passive,inactive
64,0,-93,-36,passive,inactive
64,0,-93,-36,passive,inactive
64,0,-93,-36,passive,inactive
64,0,-93,-36,passive,inactive
62,0,-93,-36,passive,inactive
59,0,-93,-37,passive,inactive
59,0,-93,-37,passive,inactive
58,0,-93,-37,passive,inactive
58,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-37,passive,inactive
56,0,-93,-37,passive,inactive
56,0,-93,-37,passive,inactive
56,0,-93,-37,passive,inactive
56,0,-93,-37,passive,inactive
56,0,-93,-37,passive,inactive
56,0,-93,-35,passive,inactive
56,0,-93,-35,passive,inactive
56,0,-93,-35,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-41,passive,inactive
57,0,-93,-41,passive,inactive
57,0,-93,-41,passive,inactive
58,0,-93,-41,passive,inactive
58,0,-93,-36,passive,inactive
58,0,-93,-36,passive,inactive
58,0,-93,-36,passive,inactive
58,0,-93,-36,passive,inactive
58,0,-93,-36,passive,inactive
58,0,-93,-36,passive,inactive
58,0,-93,-36,passive,inactive
57,0,-93,-36,passive,inactive
57,0,-93,-36,passive,inactive
57,0,-93,-36,passive,inactive
57,0,-93,-36,passive,inactive
57,0,-93,-36,passive,inactive
57,0,-93,-37,passive,inactive
56,0,-93,-37,passive,inactive
56,0,-93,-37,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
57,0,-93,-36,passive,inactive
57,0,-93,-36,passive,inactive
57,0,-93,-36,passive,inactive
57,0,-93,-36,passive,inactive
57,0,-93,-36,passive,inactive
57,0,-93,-36,passive,inactive
57,0,-93,-36,passive,inactive
57,0,-93,-36,passive,inactive
57,0,-93,-36,passive,inactive
57,0,-93,-36,passive,inactive
57,0,-93,-37,passive,inactive
57,0,-93,-37,passive,inactive
57,0,-93,-37,passive,inactive
57,0,-93,-36,passive,inactive
57,0,-93,-36,passive,inactive
57,0,-93,-36,passive,inactive
57,0,-93,-37,passive,inactive
57,0,-93,-37,passive,inactive
57,0,-93,-37,passive,inactive
57,0,-93,-36,passive,inactive
57,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-35,passive,inactive
56,0,-93,-35,passive,inactive
56,0,-93,-35,passive,inactive
56,0,-93,-37,passive,inactive
56,0,-93,-37,passive,inactive
56,0,-93,-37,passive,inactive
56,0,-93,-37,passive,inactive
56,0,-93,-37,passive,inactive
56,0,-93,-37,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-37,passive,inactive
56,0,-93,-37,passive,inactive
56,0,-93,-37,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-37,passive,inactive
56,0,-93,-37,passive,inactive
56,0,-93,-37,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
57,0,-93,-37,passive,inactive
58,0,-93,-37,passive,inactive
58,0,-93,-37,passive,inactive
59,0,-93,-36,passive,inactive
59,0,-93,-36,passive,inactive
59,0,-93,-36,passive,inactive
59,0,-93,-38,passive,inactive
59,0,-93,-38,passive,inactive
59,0,-93,-38,passive,inactive
59,0,-93,-38,passive,inactive
59,0,-93,-38,passive,inactive
59,0,-93,-38,passive,inactive
59,0,-93,-37,passive,inactive
58,0,-93,-37,passive,inactive
57,0,-93,-37,passive,inactive
57,0,-93,-36,passive,inactive
57,0,-93,-36,passive,inactive
57,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
57,0,-93,-36,passive,inactive
57,0,-93,-36,passive,inactive
57,0,-93,-38,passive,inactive
56,0,-93,-38,passive,inactive
56,0,-93,-38,passive,inactive
55,0,-93,-36,passive,inactive
55,0,-93,-36,passive,inactive
55,0,-93,-36,passive,inactive
55,0,-93,-35,passive,inactive
55,0,-93,-35,passive,inactive
55,0,-93,-35,passive,inactive
55,0,-93,-36,passive,inactive
55,0,-93,-36,passive,inactive
55,0,-93,-36,passive,inactive
55,0,-93,-36,passive,inactive
55,0,-93,-36,passive,inactive
55,0,-93,-36,passive,inactive
55,0,-93,-36,passive,inactive
55,0,-93,-36,passive,inactive
55,0,-93,-36,passive,inactive
55,0,-93,-36,passive,inactive
55,0,-93,-36,passive,inactive
54,0,-93,-36,passive,inactive
54,0,-93,-36,passive,inactive
54,0,-93,-36,passive,inactive
54,0,-93,-36,passive,inactive
53,0,-93,-36,passive,inactive
52,0,-93,-36,passive,inactive
52,0,-93,-36,passive,inactive
52,0,-93,-35,passive,inactive
52,0,-93,-35,passive,inactive
52,0,-93,-35,passive,inactive
52,0,-93,-36,passive,inactive
52,0,-93,-36,passive,inactive
52,0,-93,-36,passive,inactive
52,0,-93,-36,passive,inactive
52,0,-93,-36,passive,inactive
52,0,-93,-36,passive,inactive
52,0,-93,-36,passive,inactive
52,0,-93,-36,passive,inactive
53,0,-93,-36,passive,inactive
53,0,-93,-36,passive,inactive
53,0,-93,-36,passive,inactive
53,0,-93,-36,passive,inactive
53,0,-93,-36,passive,inactive
53,0,-93,-36,passive,inactive
53,0,-93,-36,passive,inactive
53,0,-93,-36,passive,inactive
54,0,-93,-36,passive,inactive
54,0,-93,-36,passive,inactive
54,0,-93,-36,passive,inactive
54,0,-93,-37,passive,inactive
54,0,-93,-37,passive,inactive
55,0,-93,-37,passive,inactive
55,0,-93,-35,passive,inactive
56,0,-93,-35,passive,inactive
56,0,-93,-35,passive,inactive
56,0,-93,-37,passive,inactive
56,0,-93,-37,passive,inactive
56,0,-93,-37,passive,inactive
56,0,-93,-35,passive,inactive
56,0,-93,-35,passive,inactive
56,0,-93,-35,passive,inactive
56,0,-93,-35,passive,inactive
57,0,-93,-35,passive,inactive
57,0,-93,-35,passive,inactive
57,0,-93,-35,passive,inactive
57,0,-93,-35,passive,inactive
57,0,-93,-35,passive,inactive
57,0,-93,-35,passive,inactive
57,0,-93,-35,passive,inactive
57,0,-93,-35,passive,inactive
56,0,-93,-35,passive,inactive
56,0,-93,-35,passive,inactive
56,0,-93,-35,passive,inactive
56,0,-93,-35,passive,inactive
56,0,-93,-35,passive,inactive
56,0,-93,-35,passive,inactive
56,0,-93,-35,passive,inactive
56,0,-93,-35,passive,inactive
56,0,-93,-35,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-36,passive,inactive
56,0,-93,-35,passive,inactive
57,0,-93,-35,passive,inactive
57,0,-93,-35,passive,inactive
58,0,-93,-35,passive,inactive
58,0,-93,-35,passive,inactive
58,0,-93,-35,passive,inactive
58,0,-93,-36,passive,inactive
58,0,-93,-36,passive,inactive
58,0,-93,-36,passive,inactive
58,0,-93,-38,passive,inactive
58,0,-93,-38,passive,inactive
58,0,-93,-38,passive,inactive
58,0,-93,-36,passive,inactive
58,0,-93,-36,passive,inactive
58,0,-93,-36,passive,inactive
58,0,-93,-35,passive,inactive
58,0,-93,-35,passive,inactive
58,0,-93,-35,passive,inactive
58,0,-93,-35,passive,inactive
58,0,-93,-35,passive,inactive
58,0,-93,-35,passive,inactive
58,0,-93,-35,passive,inactive
58,0,-93,-38,passive,inactive
58,0,-93,-38,passive,inactive
58,0,-93,-38,passive,inactive
58,0,-93,-35,passive,inactive
58,0,-93,-35,passive,inactive
59,0,-93,-35,passive,inactive
